"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G17007509509002","170759509002","92","10"
"G17007700101001","170770101001","71","7"
"G17007700101002","170770101002","74","7"
"G17007700101003","170770101003","78","8"
"G17007700102001","170770102001","96","10"
"G17007700102002","170770102002","95","10"
"G17007700102003","170770102003","88","9"
"G17007700103001","170770103001","69","7"
"G17007700103002","170770103002","86","9"
"G17007700103003","170770103003","97","10"
"G17007700104001","170770104001","67","7"
"G17007700104002","170770104002","90","9"
"G17007700104003","170770104003","59","6"
"G17007700106011","170770106011","84","9"
"G17007700106021","170770106021","92","10"
"G17007700106022","170770106022","91","9"
"G17007700106023","170770106023","94","10"
"G17007700106024","170770106024","98","10"
"G17007700107001","170770107001","96","10"
"G17007700107002","170770107002","99","10"
"G17007700107003","170770107003","97","10"
"G17007700107004","170770107004","93","10"
"G17007700107005","170770107005","99","10"
"G17007700108001","170770108001","91","9"
"G17007700108002","170770108002","91","9"
"G17007700108003","170770108003","91","9"
"G17007700108004","170770108004","91","9"
"G17007700108005","170770108005","91","9"
"G17007700109001","170770109001","47","4"
"G17007700109002","170770109002","98","10"
"G17007700109003","170770109003","100","10"
"G17007700110011","170770110011","62","6"
"G17007700110021","170770110021","48","4"
"G17007700110022","170770110022","66","6"
"G17007700110023","170770110023","61","6"
"G17007700110024","170770110024","80","8"
"G17007700111001","170770111001","98","10"
"G17007700111002","170770111002","98","10"
"G17007700111003","170770111003","99","10"
"G17007700111004","170770111004","99","10"
"G17007700112001","170770112001","92","10"
"G17007700112002","170770112002","95","10"
"G17007700112003","170770112003","96","10"
"G17007700112004","170770112004","97","10"
"G17007700112005","170770112005","94","10"
"G17007700114001","170770114001","65","6"
"G17007700114002","170770114002","62","6"
"G17007700116001","170770116001","61","6"
"G17007700116002","170770116002","54","5"
"G17007700116003","170770116003","62","6"
"G17007700117011","170770117011","88","9"
"G17007700117012","170770117012","54","5"
"G17007700117021","170770117021","72","7"
"G17007700117022","170770117022","GQ","GQ"
"G17007909773001","170799773001","75","8"
"G17007909773002","170799773002","71","7"
"G17007909773003","170799773003","82","8"
"G17007909773004","170799773004","81","8"
"G17007909774001","170799774001","88","9"
"G17007909774002","170799774002","90","9"
"G17007909774003","170799774003","90","9"
"G17007909774004","170799774004","89","9"
"G17007909775001","170799775001","70","7"
"G17007909775002","170799775002","56","5"
"G17007909775003","170799775003","78","8"
"G17007909775004","170799775004","69","7"
"G17007909775005","170799775005","74","7"
"G17008100501001","170810501001","63","6"
"G17008100501002","170810501002","67","7"
"G17008100501003","170810501003","80","8"
"G17008100501004","170810501004","73","7"
"G17008100502001","170810502001","83","8"
"G17008100502002","170810502002","84","9"
"G17008100502003","170810502003","88","9"
"G17008100503001","170810503001","72","7"
"G17008100503002","170810503002","73","7"
"G17008100503003","170810503003","74","7"
"G17008100503004","170810503004","81","8"
"G17008100503005","170810503005","87","9"
"G17008100504001","170810504001","85","9"
"G17008100504002","170810504002","85","9"
"G17008100504003","170810504003","GQ","GQ"
"G17008100504004","170810504004","90","9"
"G17008100505001","170810505001","75","8"
"G17008100505002","170810505002","79","8"
"G17008100505003","170810505003","78","8"
"G17008100506001","170810506001","81","8"
"G17008100506002","170810506002","76","8"
"G17008100506003","170810506003","90","9"
"G17008100507001","170810507001","68","7"
"G17008100507002","170810507002","84","9"
"G17008100507003","170810507003","89","9"
"G17008100507004","170810507004","85","9"
"G17008100508001","170810508001","62","6"
"G17008100508002","170810508002","95","10"
"G17008100508003","170810508003","59","6"
"G17008100509001","170810509001","99","10"
"G17008100509002","170810509002","99","10"
"G17008100509003","170810509003","91","9"
"G17008100510001","170810510001","99","10"
"G17008100510002","170810510002","88","9"
"G17008100511001","170810511001","99","10"
"G17008100511002","170810511002","92","10"
"G17008300101001","170830101001","76","8"
"G17008300101002","170830101002","68","7"
"G17008300101003","170830101003","89","9"
"G17008300101004","170830101004","67","7"
"G17008300102001","170830102001","55","5"
"G17008300102002","170830102002","64","6"
"G17008300103001","170830103001","59","6"
"G17008300103002","170830103002","51","5"
"G17008300103003","170830103003","56","5"
"G17008300104011","170830104011","69","7"
"G17008300104012","170830104012","69","7"
"G17008300104013","170830104013","69","7"
"G17008300104014","170830104014","69","7"
"G17008300104015","170830104015","69","7"
"G17008300104016","170830104016","69","7"
"G17008300104021","170830104021","66","6"
"G17008300104022","170830104022","80","8"
"G17008300105001","170830105001","55","5"
"G17008500201011","170850201011","48","4"
"G17008500201012","170850201012","48","4"
"G17008500201013","170850201013","35","3"
"G17008500201021","170850201021","87","9"
"G17008500201022","170850201022","80","8"
"G17008500201023","170850201023","85","9"
"G17008500202001","170850202001","75","8"
"G17008500202002","170850202002","76","8"
"G17008500202003","170850202003","77","8"
"G17008500202004","170850202004","46","4"
"G17008500202005","170850202005","48","4"
"G17008500203001","170850203001","58","6"
"G17008500203002","170850203002","58","6"
"G17008500203003","170850203003","58","6"
"G17008500203004","170850203004","58","6"
"G17008500203005","170850203005","58","6"
"G17008500204011","170850204011","33","3"
"G17008500204012","170850204012","38","3"
"G17008500204013","170850204013","38","3"
"G17008500204021","170850204021","73","7"
"G17008500204022","170850204022","80","8"
"G17008500204023","170850204023","78","8"
"G17008500204024","170850204024","88","9"
"G17008500205001","170850205001","66","6"
"G17008500205002","170850205002","57","5"
"G17008500205003","170850205003","87","9"
"G17008500205004","170850205004","91","9"
"G17008709776001","170879776001","56","5"
"G17008709776002","170879776002","60","6"
"G17008709776003","170879776003","77","8"
"G17008709776004","170879776004","71","7"
"G17008709777001","170879777001","74","7"
"G17008709777002","170879777002","77","8"
"G17008709777003","170879777003","85","9"
"G17008709778001","170879778001","91","9"
"G17008709778002","170879778002","89","9"
"G17008709778003","170879778003","93","10"
"G17008709800001","170879800001","GQ","GQ"
"G17008908501011","170898501011","67","7"
"G17008908501012","170898501012","72","7"
"G17008908501013","170898501013","69","7"
"G17008908501014","170898501014","34","3"
"G17008908501031","170898501031","33","3"
"G17008908501032","170898501032","28","2"
"G17008908501033","170898501033","34","3"
"G17008908501051","170898501051","36","3"
"G17008908501052","170898501052","36","3"
"G17008908501053","170898501053","32","3"
"G17008908501054","170898501054","44","4"
"G17008908501061","170898501061","48","4"
"G17008908501062","170898501062","46","4"
"G17008908501063","170898501063","50","5"
"G17008908501064","170898501064","28","2"
"G17008908501065","170898501065","27","2"
"G17008908502011","170898502011","61","6"
"G17008908502012","170898502012","63","6"
"G17008908502021","170898502021","62","6"
"G17008908502022","170898502022","61","6"
"G17008908502023","170898502023","58","6"
"G17008908503011","170898503011","65","6"
"G17008908503012","170898503012","60","6"
"G17008908503013","170898503013","47","4"
"G17008908503014","170898503014","55","5"
"G17008908503021","170898503021","58","6"
"G17008908503022","170898503022","55","5"
"G17008908504001","170898504001","52","5"
"G17008908504002","170898504002","43","4"
"G17008908505001","170898505001","34","3"
"G17008908505002","170898505002","43","4"
"G17008908505003","170898505003","43","4"
"G17008908505004","170898505004","41","4"
"G17008908506001","170898506001","34","3"
"G17008908506002","170898506002","23","2"
"G17008908506003","170898506003","53","5"
"G17008908507031","170898507031","20","2"
"G17008908507032","170898507032","40","4"
"G17008908507041","170898507041","39","3"
"G17008908507042","170898507042","38","3"
"G17008908507043","170898507043","47","4"
"G17008908507044","170898507044","49","5"
"G17008908507051","170898507051","33","3"
"G17008908507052","170898507052","46","4"
"G17008908507053","170898507053","31","3"
"G17008908507061","170898507061","43","4"
"G17008908507071","170898507071","34","3"
"G17008908507072","170898507072","27","2"
"G17008908507081","170898507081","49","5"
"G17008908507082","170898507082","34","3"
"G17008908507091","170898507091","22","2"
"G17008908507101","170898507101","34","3"
"G17008908507102","170898507102","37","3"
"G17008908507111","170898507111","21","2"
"G17008908507112","170898507112","18","1"
"G17008908508001","170898508001","52","5"
"G17008908508002","170898508002","54","5"
"G17008908508003","170898508003","57","5"
"G17008908508004","170898508004","56","5"
"G17008908508005","170898508005","52","5"
"G17008908508006","170898508006","53","5"
"G17008908510001","170898510001","78","8"
"G17008908510002","170898510002","86","9"
"G17008908510003","170898510003","89","9"
"G17008908511011","170898511011","57","5"
"G17008908511012","170898511012","63","6"
"G17008908511013","170898511013","65","6"
"G17008908511014","170898511014","59","6"
"G17008908511021","170898511021","53","5"
"G17008908511022","170898511022","53","5"
"G17008908511023","170898511023","52","5"
"G17008908513011","170898513011","69","7"
"G17008908513012","170898513012","69","7"
"G17008908513013","170898513013","77","8"
"G17008908513021","170898513021","69","7"
"G17008908513022","170898513022","68","7"
"G17008908514001","170898514001","72","7"
"G17008908514002","170898514002","64","6"
"G17008908514003","170898514003","63","6"
"G17008908514004","170898514004","61","6"
"G17008908514005","170898514005","64","6"
"G17008908514006","170898514006","75","8"
"G17008908515001","170898515001","63","6"
"G17008908516001","170898516001","65","6"
"G17008908516002","170898516002","61","6"
"G17008908516003","170898516003","69","7"
"G17008908516004","170898516004","64","6"
"G17008908516005","170898516005","59","6"
"G17008908518011","170898518011","34","3"
"G17008908518012","170898518012","47","4"
"G17008908518013","170898518013","47","4"
"G17008908518014","170898518014","53","5"
"G17008908519041","170898519041","51","5"
"G17008908519042","170898519042","40","4"
"G17008908519043","170898519043","38","3"
"G17008908519044","170898519044","30","2"
"G17008908519071","170898519071","49","5"
"G17008908519072","170898519072","43","4"
"G17008908519073","170898519073","40","4"
"G17008908519074","170898519074","32","3"
"G17008908519075","170898519075","33","3"
"G17008908519081","170898519081","54","5"
"G17008908519082","170898519082","57","5"
"G17008908519083","170898519083","49","5"
"G17008908519091","170898519091","51","5"
"G17008908519092","170898519092","64","6"
"G17008908519093","170898519093","39","3"
"G17008908519101","170898519101","46","4"
"G17008908519102","170898519102","35","3"
"G17008908519103","170898519103","45","4"
"G17008908519111","170898519111","20","2"
"G17008908519112","170898519112","28","2"
"G17008908519121","170898519121","37","3"
"G17008908519122","170898519122","41","4"
"G17008908519131","170898519131","33","3"
"G17008908519132","170898519132","32","3"
"G17008908519133","170898519133","31","3"
"G17008908520011","170898520011","53","5"
"G17008908520012","170898520012","8","1"
"G17008908520013","170898520013","51","5"
"G17008908520014","170898520014","36","3"
"G17008908520021","170898520021","42","4"
"G17008908520022","170898520022","42","4"
"G17008908520023","170898520023","35","3"
"G17008908520024","170898520024","37","3"
"G17008908520041","170898520041","7","1"
"G17008908520042","170898520042","20","2"
"G17008908520051","170898520051","11","1"
"G17008908520052","170898520052","23","2"
"G17008908521011","170898521011","14","1"
"G17008908521012","170898521012","8","1"
"G17008908521013","170898521013","12","1"
"G17008908521014","170898521014","16","1"
"G17008908521015","170898521015","13","1"
"G17008908521031","170898521031","16","1"
"G17008908521032","170898521032","11","1"
"G17008908521033","170898521033","21","2"
"G17008908521034","170898521034","14","1"
"G17008908521035","170898521035","12","1"
"G17008908521041","170898521041","23","2"
"G17008908521042","170898521042","25","2"
"G17008908522011","170898522011","41","4"
"G17008908522012","170898522012","36","3"
"G17008908522013","170898522013","37","3"
"G17008908522014","170898522014","34","3"
"G17008908522031","170898522031","41","4"
"G17008908522032","170898522032","42","4"
"G17008908522033","170898522033","31","3"
"G17008908522041","170898522041","25","2"
"G17008908522042","170898522042","23","2"
"G17008908523001","170898523001","48","4"
"G17008908523002","170898523002","39","3"
"G17008908524031","170898524031","29","2"
"G17008908524032","170898524032","50","5"
"G17008908524033","170898524033","34","3"
"G17008908524034","170898524034","45","4"
"G17008908524035","170898524035","38","3"
"G17008908524041","170898524041","6","1"
"G17008908524042","170898524042","15","1"
"G17008908524051","170898524051","23","2"
"G17008908524052","170898524052","26","2"
"G17008908524061","170898524061","23","2"
"G17008908524062","170898524062","15","1"
"G17008908524071","170898524071","9","1"
"G17008908524072","170898524072","9","1"
"G17008908524073","170898524073","10","1"
"G17008908524081","170898524081","20","2"
"G17008908524082","170898524082","31","3"
"G17008908525001","170898525001","36","3"
"G17008908525002","170898525002","39","3"
"G17008908525003","170898525003","47","4"
"G17008908525004","170898525004","38","3"
"G17008908525005","170898525005","39","3"
"G17008908526061","170898526061","19","1"
"G17008908526062","170898526062","13","1"
"G17008908526071","170898526071","24","2"
"G17008908526072","170898526072","21","2"
"G17008908526081","170898526081","28","2"
"G17008908526082","170898526082","16","1"
"G17008908526083","170898526083","29","2"
"G17008908527001","170898527001","47","4"
"G17008908527002","170898527002","42","4"
"G17008908527003","170898527003","43","4"
"G17008908527004","170898527004","49","5"
"G17008908527005","170898527005","38","3"
"G17008908527006","170898527006","27","2"
"G17008908528031","170898528031","27","2"
"G17008908528032","170898528032","48","4"
"G17008908528051","170898528051","28","2"
"G17008908528052","170898528052","46","4"
"G17008908528053","170898528053","41","4"
"G17008908528061","170898528061","28","2"
"G17008908528062","170898528062","18","1"
"G17008908528063","170898528063","18","1"
"G17008908528064","170898528064","28","2"
"G17008908528071","170898528071","9","1"
"G17008908528072","170898528072","23","2"
"G17008908528073","170898528073","16","1"
"G17008908528081","170898528081","32","3"
"G17008908528082","170898528082","20","2"
"G17008908528083","170898528083","34","3"
"G17008908528084","170898528084","36","3"
"G17008908529031","170898529031","36","3"
"G17008908529032","170898529032","91","9"
"G17008908529033","170898529033","29","2"
"G17008908529034","170898529034","32","3"
"G17008908529041","170898529041","76","8"
"G17008908529042","170898529042","74","7"
"G17008908529051","170898529051","75","8"
"G17008908529052","170898529052","72","7"
"G17008908529053","170898529053","73","7"
"G17008908529061","170898529061","50","5"
"G17008908529062","170898529062","43","4"
"G17008908529063","170898529063","50","5"
"G17008908529071","170898529071","68","7"
"G17008908529072","170898529072","66","6"
"G17008908529073","170898529073","74","7"
"G17008908529074","170898529074","68","7"
"G17008908530011","170898530011","58","6"
"G17008908530012","170898530012","53","5"
"G17008908530041","170898530041","54","5"
"G17008908530042","170898530042","62","6"
"G17008908530043","170898530043","58","6"
"G17008908530051","170898530051","51","5"
"G17008908530052","170898530052","71","7"
"G17008908530053","170898530053","61","6"
"G17008908530061","170898530061","50","5"
"G17008908530062","170898530062","73","7"
"G17008908530063","170898530063","56","5"
"G17008908530071","170898530071","45","4"
"G17008908530072","170898530072","62","6"
"G17008908530073","170898530073","63","6"
"G17008908530081","170898530081","69","7"
"G17008908530082","170898530082","63","6"
"G17008908530083","170898530083","44","4"
"G17008908531001","170898531001","66","6"
"G17008908531002","170898531002","70","7"
"G17008908532001","170898532001","70","7"
"G17008908532002","170898532002","68","7"
"G17008908532003","170898532003","68","7"
"G17008908533001","170898533001","57","5"
"G17008908533002","170898533002","71","7"
"G17008908533003","170898533003","73","7"
"G17008908534011","170898534011","82","8"
"G17008908534012","170898534012","76","8"
"G17008908534021","170898534021","72","7"
"G17008908534022","170898534022","81","8"
"G17008908534023","170898534023","57","5"
"G17008908534024","170898534024","74","7"
"G17008908535001","170898535001","67","7"
"G17008908535002","170898535002","71","7"
"G17008908535003","170898535003","63","6"
"G17008908535004","170898535004","63","6"
"G17008908536011","170898536011","68","7"
"G17008908536012","170898536012","80","8"
"G17008908536021","170898536021","75","8"
"G17008908536022","170898536022","82","8"
"G17008908539001","170898539001","62","6"
"G17008908539002","170898539002","50","5"
"G17008908539003","170898539003","53","5"
"G17008908539004","170898539004","33","3"
"G17008908539005","170898539005","50","5"
"G17008908540011","170898540011","37","3"
"G17008908540012","170898540012","46","4"
"G17008908540013","170898540013","64","6"
"G17008908540021","170898540021","69","7"
"G17008908540022","170898540022","60","6"
"G17008908540023","170898540023","63","6"
"G17008908540024","170898540024","59","6"
"G17008908540025","170898540025","56","5"
"G17008908541001","170898541001","65","6"
"G17008908541002","170898541002","74","7"
"G17008908541003","170898541003","65","6"
"G17008908541004","170898541004","70","7"
"G17008908542001","170898542001","75","8"
"G17008908542002","170898542002","75","8"
"G17008908542003","170898542003","76","8"
"G17008908542004","170898542004","66","6"
"G17008908543011","170898543011","71","7"
"G17008908543012","170898543012","73","7"
"G17008908543013","170898543013","70","7"
"G17008908543014","170898543014","71","7"
"G17008908543015","170898543015","66","6"
"G17008908543021","170898543021","68","7"
"G17008908543022","170898543022","62","6"
"G17008908543023","170898543023","65","6"
"G17008908544011","170898544011","68","7"
"G17008908544012","170898544012","68","7"
"G17008908544021","170898544021","54","5"
"G17008908544022","170898544022","52","5"
"G17008908544031","170898544031","52","5"
"G17008908544032","170898544032","71","7"
"G17008908544033","170898544033","60","6"
"G17008908545041","170898545041","26","2"
"G17008908545042","170898545042","21","2"
"G17008908545043","170898545043","30","2"
"G17008908545044","170898545044","29","2"
"G17008908545045","170898545045","21","2"
"G17008908545051","170898545051","17","1"
"G17008908545052","170898545052","17","1"
"G17008908545053","170898545053","18","1"
"G17008908545054","170898545054","14","1"
"G17008908545055","170898545055","16","1"
"G17008908545061","170898545061","28","2"
"G17008908545062","170898545062","22","2"
"G17008908545071","170898545071","38","3"
"G17008908545072","170898545072","23","2"
"G17008908545081","170898545081","33","3"
"G17008908545082","170898545082","35","3"
"G17008908545083","170898545083","57","5"
"G17008908545091","170898545091","40","4"
"G17008908545092","170898545092","41","4"
"G17008908545093","170898545093","33","3"
"G17008908546001","170898546001","59","6"
"G17008908546002","170898546002","56","5"
"G17008908546003","170898546003","63","6"
"G17008908547001","170898547001","71","7"
"G17008908547002","170898547002","60","6"
"G17008908548001","170898548001","21","2"
"G17008908548002","170898548002","21","2"
"G17008908548003","170898548003","17","1"
"G17008908548004","170898548004","23","2"
"G17008908549001","170898549001","53","5"
"G17008908549002","170898549002","62","6"
"G17008908549003","170898549003","50","5"
"G17009100101001","170910101001","61","6"
"G17009100101002","170910101002","43","4"
"G17009100102011","170910102011","38","3"
"G17009100102031","170910102031","52","5"
"G17009100102032","170910102032","36","3"
"G17009100102033","170910102033","92","10"
"G17009100102041","170910102041","95","10"
"G17009100102042","170910102042","51","5"
"G17009100102043","170910102043","43","4"
"G17009100102044","170910102044","59","6"
"G17009100103001","170910103001","59","6"
"G17009100103002","170910103002","53","5"
"G17009100103003","170910103003","66","6"
"G17009100104001","170910104001","38","3"
"G17009100104002","170910104002","60","6"
"G17009100104003","170910104003","39","3"
"G17009100105001","170910105001","54","5"
"G17009100105002","170910105002","40","4"
"G17009100105003","170910105003","41","4"
"G17009100106011","170910106011","35","3"
"G17009100106012","170910106012","53","5"
"G17009100106013","170910106013","37","3"
"G17009100106021","170910106021","95","10"
"G17009100106022","170910106022","61","6"
"G17009100106023","170910106023","61","6"
"G17009100107011","170910107011","62","6"
"G17009100107012","170910107012","37","3"
"G17009100107013","170910107013","39","3"
"G17009100107021","170910107021","80","8"
"G17009100107022","170910107022","61","6"
"G17009100107023","170910107023","76","8"
"G17009100107024","170910107024","95","10"
"G17009100108001","170910108001","75","8"
"G17009100108002","170910108002","54","5"
"G17009100108003","170910108003","71","7"
"G17009100108004","170910108004","67","7"
"G17009100109001","170910109001","44","4"
"G17009100109002","170910109002","81","8"
"G17009100109003","170910109003","78","8"
"G17009100109004","170910109004","84","9"
"G17009100110001","170910110001","94","10"
"G17009100110002","170910110002","95","10"
"G17009100110003","170910110003","95","10"
"G17009100111001","170910111001","64","6"
"G17009100111002","170910111002","78","8"
"G17009100112001","170910112001","61","6"
"G17009100112002","170910112002","51","5"
"G17009100113001","170910113001","68","7"
"G17009100113002","170910113002","73","7"
"G17009100113003","170910113003","75","8"
"G17009100114001","170910114001","99","10"
"G17009100114002","170910114002","93","10"
"G17009100115001","170910115001","98","10"
"G17009100115002","170910115002","98","10"
"G17009100116001","170910116001","99","10"
"G17009100116002","170910116002","96","10"
"G17009100117001","170910117001","96","10"
"G17009100117002","170910117002","98","10"
"G17009100117003","170910117003","91","9"
"G17009100118001","170910118001","78","8"
"G17009100118002","170910118002","79","8"
"G17009100119001","170910119001","84","9"
"G17009100120001","170910120001","61","6"
"G17009100120002","170910120002","GQ","GQ"
"G17009100120003","170910120003","76","8"
"G17009100121001","170910121001","75","8"
"G17009100121002","170910121002","89","9"
"G17009100121003","170910121003","77","8"
"G17009100122001","170910122001","71","7"
"G17009100122002","170910122002","72","7"
"G17009100122003","170910122003","74","7"
"G17009100123001","170910123001","98","10"
"G17009100123002","170910123002","97","10"
"G17009100123003","170910123003","97","10"
"G17009100123004","170910123004","97","10"
"G17009100124001","170910124001","82","8"
"G17009100124002","170910124002","87","9"
"G17009100124003","170910124003","92","10"
"G17009100125001","170910125001","GQ","GQ"
"G17009100125002","170910125002","87","9"
"G17009100126001","170910126001","59","6"
"G17009100126002","170910126002","52","5"
"G17009100126003","170910126003","60","6"
"G17009100126004","170910126004","63","6"
"G17009100126005","170910126005","63","6"
"G17009308901031","170938901031","37","3"
"G17009308901032","170938901032","36","3"
"G17009308901041","170938901041","44","4"
"G17009308901042","170938901042","46","4"
"G17009308901043","170938901043","45","4"
"G17009308901051","170938901051","27","2"
"G17009308901052","170938901052","34","3"
"G17009308901053","170938901053","39","3"
"G17009308901061","170938901061","43","4"
"G17009308901062","170938901062","44","4"
"G17009308901063","170938901063","37","3"
"G17009308901064","170938901064","31","3"
"G17009308901071","170938901071","29","2"
"G17009308901072","170938901072","21","2"
"G17009308901081","170938901081","21","2"
"G17009308901082","170938901082","24","2"
"G17009308901083","170938901083","25","2"
"G17009308902011","170938902011","49","5"
"G17009308902012","170938902012","60","6"
"G17009308902013","170938902013","58","6"
"G17009308902021","170938902021","52","5"
"G17009308902022","170938902022","58","6"
"G17009308902023","170938902023","60","6"
"G17009308903011","170938903011","45","4"
"G17009308903012","170938903012","31","3"
"G17009308903013","170938903013","30","2"
"G17009308903021","170938903021","38","3"
"G17009308903022","170938903022","40","4"
"G17009308903023","170938903023","56","5"
"G17009308903024","170938903024","37","3"
"G17009308904011","170938904011","41","4"
"G17009308904012","170938904012","49","5"
"G17009308904013","170938904013","33","3"
"G17009308904021","170938904021","15","1"
"G17009308904022","170938904022","34","3"
"G17009308904023","170938904023","48","4"
"G17009308904024","170938904024","34","3"
"G17009308904031","170938904031","41","4"
"G17009308904032","170938904032","42","4"
"G17009308904033","170938904033","32","3"
"G17009308904041","170938904041","35","3"
"G17009308904042","170938904042","36","3"
"G17009308904043","170938904043","40","4"
"G17009308905011","170938905011","40","4"
"G17009308905012","170938905012","59","6"
"G17009308905013","170938905013","48","4"
"G17009308905021","170938905021","60","6"
"G17009308905022","170938905022","48","4"
"G17009308905023","170938905023","44","4"
"G17009308906011","170938906011","43","4"
"G17009308906012","170938906012","40","4"
"G17009308906013","170938906013","29","2"
"G17009308906021","170938906021","29","2"
"G17009308906022","170938906022","30","2"
"G17009308907011","170938907011","49","5"
"G17009308907012","170938907012","34","3"
"G17009308907013","170938907013","29","2"
"G17009308907021","170938907021","35","3"
"G17009308907022","170938907022","24","2"
"G17009308907023","170938907023","32","3"
"G17009308907031","170938907031","30","2"
"G17009308907032","170938907032","39","3"
"G17009308907033","170938907033","44","4"
"G17009308907034","170938907034","39","3"
"G17009308907035","170938907035","46","4"
"G17009500001001","170950001001","85","9"
"G17009500001002","170950001002","82","8"
"G17009500001003","170950001003","82","8"
"G17009500001004","170950001004","82","8"
"G17009500002001","170950002001","63","6"
"G17009500002002","170950002002","85","9"
"G17009500002003","170950002003","91","9"
"G17009500002004","170950002004","45","4"
"G17009500003001","170950003001","91","9"
"G17009500003002","170950003002","93","10"
"G17009500003003","170950003003","94","10"
"G17009500003004","170950003004","91","9"
"G17009500003005","170950003005","87","9"
"G17009500003006","170950003006","96","10"
"G17009500004001","170950004001","81","8"
"G17009500004002","170950004002","71","7"
"G17009500004003","170950004003","77","8"
"G17009500004004","170950004004","78","8"
"G17009500005001","170950005001","92","10"
"G17009500005002","170950005002","GQ","GQ"
"G17009500005003","170950005003","95","10"
"G17009500005004","170950005004","89","9"
"G17009500005005","170950005005","86","9"
"G17009500005006","170950005006","76","8"
"G17009500006001","170950006001","85","9"
"G17009500006002","170950006002","91","9"
"G17009500006003","170950006003","96","10"
"G17009500006004","170950006004","92","10"
"G17009500007001","170950007001","93","10"
"G17009500007002","170950007002","93","10"
"G17009500007003","170950007003","95","10"
"G17009500008001","170950008001","97","10"
"G17009500008002","170950008002","GQ","GQ"
"G17009500009001","170950009001","99","10"
"G17009500009002","170950009002","99","10"
"G17009500010001","170950010001","97","10"
"G17009500010002","170950010002","100","10"
"G17009500010003","170950010003","95","10"
"G17009500010004","170950010004","97","10"
"G17009500011001","170950011001","97","10"
"G17009500011002","170950011002","94","10"
"G17009500012001","170950012001","53","5"
"G17009500012002","170950012002","83","8"
"G17009500013001","170950013001","82","8"
"G17009500013002","170950013002","84","9"
"G17009500013003","170950013003","72","7"
"G17009500014001","170950014001","47","4"
"G17009500014002","170950014002","58","6"
"G17009500015001","170950015001","86","9"
"G17009500015002","170950015002","96","10"
"G17009500015003","170950015003","92","10"
"G17009500015004","170950015004","91","9"
"G17009500015005","170950015005","93","10"
"G17009500016001","170950016001","83","8"
"G17009500016002","170950016002","84","9"
"G17009500016003","170950016003","86","9"
"G17009500016004","170950016004","86","9"
"G17009708601031","170978601031","45","4"
"G17009708601032","170978601032","44","4"
"G17009708601033","170978601033","45","4"
"G17009708601041","170978601041","49","5"
"G17009708601042","170978601042","74","7"
"G17009708601051","170978601051","50","5"
"G17009708601052","170978601052","56","5"
"G17009708601053","170978601053","44","4"
"G17009708601061","170978601061","59","6"
"G17009708601062","170978601062","52","5"
"G17009708602001","170978602001","78","8"
"G17009708602002","170978602002","78","8"
"G17009708602003","170978602003","74","7"
"G17009708603011","170978603011","78","8"
"G17009708603012","170978603012","78","8"
"G17009708603013","170978603013","78","8"
"G17009708603021","170978603021","83","8"
"G17009708603022","170978603022","81","8"
"G17009708603023","170978603023","80","8"
"G17009708604001","170978604001","62","6"
"G17009708604002","170978604002","61","6"
"G17009708604003","170978604003","61","6"
"G17009708605001","170978605001","87","9"
"G17009708605002","170978605002","85","9"
"G17009708605003","170978605003","84","9"
"G17009708605004","170978605004","85","9"
"G17009708605005","170978605005","86","9"
"G17009708606001","170978606001","79","8"
"G17009708606002","170978606002","52","5"
"G17009708606003","170978606003","79","8"
"G17009708606004","170978606004","62","6"
"G17009708608051","170978608051","53","5"
"G17009708608052","170978608052","51","5"
"G17009708608061","170978608061","38","3"
"G17009708608062","170978608062","66","6"
"G17009708608063","170978608063","49","5"
"G17009708608071","170978608071","62","6"
"G17009708608072","170978608072","58","6"
"G17009708608081","170978608081","74","7"
"G17009708608082","170978608082","39","3"
"G17009708608083","170978608083","47","4"
"G17009708608084","170978608084","37","3"
"G17009708608091","170978608091","30","2"
"G17009708608092","170978608092","32","3"
"G17009708608111","170978608111","56","5"
"G17009708608112","170978608112","39","3"
"G17009708608113","170978608113","20","2"
"G17009708608121","170978608121","37","3"
"G17009708608122","170978608122","28","2"
"G17009708608131","170978608131","46","4"
"G17009708608132","170978608132","64","6"
"G17009708609031","170978609031","64","6"
"G17009708609032","170978609032","67","7"
"G17009708609033","170978609033","62","6"
"G17009708609034","170978609034","58","6"
"G17009708609051","170978609051","60","6"
"G17009708609052","170978609052","61","6"
"G17009708609053","170978609053","57","5"
"G17009708609054","170978609054","57","5"
"G17009708609061","170978609061","40","4"
"G17009708609062","170978609062","39","3"
"G17009708609063","170978609063","46","4"
"G17009708609071","170978609071","54","5"
"G17009708609072","170978609072","51","5"
"G17009708609081","170978609081","62","6"
"G17009708610071","170978610071","34","3"
"G17009708610072","170978610072","29","2"
"G17009708610081","170978610081","42","4"
"G17009708610082","170978610082","40","4"
"G17009708610083","170978610083","44","4"
"G17009708610084","170978610084","42","4"
"G17009708610091","170978610091","30","2"
"G17009708610092","170978610092","50","5"
"G17009708610101","170978610101","50","5"
"G17009708610102","170978610102","47","4"
"G17009708610103","170978610103","31","3"
"G17009708610111","170978610111","43","4"
"G17009708610112","170978610112","30","2"
"G17009708610113","170978610113","50","5"
"G17009708610114","170978610114","33","3"
"G17009708610121","170978610121","47","4"
"G17009708610122","170978610122","43","4"
"G17009708610123","170978610123","37","3"
