"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G17003108148004","170318148004","44","4"
"G17003108148005","170318148005","43","4"
"G17003108149001","170318149001","48","4"
"G17003108149002","170318149002","46","4"
"G17003108149003","170318149003","48","4"
"G17003108149004","170318149004","45","4"
"G17003108150001","170318150001","46","4"
"G17003108150002","170318150002","46","4"
"G17003108150003","170318150003","44","4"
"G17003108151001","170318151001","43","4"
"G17003108151002","170318151002","47","4"
"G17003108151003","170318151003","41","4"
"G17003108152001","170318152001","54","5"
"G17003108152002","170318152002","57","5"
"G17003108152003","170318152003","45","4"
"G17003108152004","170318152004","44","4"
"G17003108152005","170318152005","45","4"
"G17003108153001","170318153001","44","4"
"G17003108153002","170318153002","46","4"
"G17003108153003","170318153003","36","3"
"G17003108153004","170318153004","45","4"
"G17003108154001","170318154001","39","3"
"G17003108154002","170318154002","47","4"
"G17003108154003","170318154003","46","4"
"G17003108154004","170318154004","41","4"
"G17003108155001","170318155001","44","4"
"G17003108155002","170318155002","32","3"
"G17003108155003","170318155003","50","5"
"G17003108155004","170318155004","38","3"
"G17003108155005","170318155005","48","4"
"G17003108155006","170318155006","38","3"
"G17003108155007","170318155007","46","4"
"G17003108156001","170318156001","43","4"
"G17003108156002","170318156002","49","5"
"G17003108156003","170318156003","35","3"
"G17003108156004","170318156004","46","4"
"G17003108156005","170318156005","46","4"
"G17003108157011","170318157011","18","1"
"G17003108157012","170318157012","13","1"
"G17003108157013","170318157013","16","1"
"G17003108157014","170318157014","22","2"
"G17003108157021","170318157021","6","1"
"G17003108157022","170318157022","41","4"
"G17003108157023","170318157023","17","1"
"G17003108157024","170318157024","22","2"
"G17003108157025","170318157025","15","1"
"G17003108158001","170318158001","25","2"
"G17003108159001","170318159001","51","5"
"G17003108159002","170318159002","52","5"
"G17003108159003","170318159003","51","5"
"G17003108160001","170318160001","28","2"
"G17003108160002","170318160002","19","1"
"G17003108160003","170318160003","28","2"
"G17003108161001","170318161001","37","3"
"G17003108161002","170318161002","42","4"
"G17003108161003","170318161003","53","5"
"G17003108161004","170318161004","48","4"
"G17003108161005","170318161005","45","4"
"G17003108161006","170318161006","58","6"
"G17003108162001","170318162001","46","4"
"G17003108162002","170318162002","32","3"
"G17003108162003","170318162003","34","3"
"G17003108163001","170318163001","55","5"
"G17003108163002","170318163002","58","6"
"G17003108163003","170318163003","57","5"
"G17003108163004","170318163004","54","5"
"G17003108164011","170318164011","58","6"
"G17003108164012","170318164012","33","3"
"G17003108164013","170318164013","59","6"
"G17003108164014","170318164014","61","6"
"G17003108164021","170318164021","47","4"
"G17003108164022","170318164022","49","5"
"G17003108164023","170318164023","49","5"
"G17003108164024","170318164024","49","5"
"G17003108165001","170318165001","59","6"
"G17003108165002","170318165002","74","7"
"G17003108165003","170318165003","99","10"
"G17003108166001","170318166001","53","5"
"G17003108166002","170318166002","66","6"
"G17003108166003","170318166003","58","6"
"G17003108167001","170318167001","61","6"
"G17003108167002","170318167002","63","6"
"G17003108168001","170318168001","68","7"
"G17003108168002","170318168002","54","5"
"G17003108168003","170318168003","52","5"
"G17003108168004","170318168004","60","6"
"G17003108169001","170318169001","57","5"
"G17003108169002","170318169002","56","5"
"G17003108169003","170318169003","56","5"
"G17003108169004","170318169004","57","5"
"G17003108170001","170318170001","63","6"
"G17003108170002","170318170002","69","7"
"G17003108170003","170318170003","58","6"
"G17003108170004","170318170004","65","6"
"G17003108170005","170318170005","63","6"
"G17003108171011","170318171011","60","6"
"G17003108171012","170318171012","65","6"
"G17003108171013","170318171013","60","6"
"G17003108171014","170318171014","70","7"
"G17003108171021","170318171021","64","6"
"G17003108171022","170318171022","59","6"
"G17003108171023","170318171023","55","5"
"G17003108172001","170318172001","83","8"
"G17003108172002","170318172002","65","6"
"G17003108172003","170318172003","70","7"
"G17003108172004","170318172004","66","6"
"G17003108173001","170318173001","70","7"
"G17003108174001","170318174001","57","5"
"G17003108174002","170318174002","51","5"
"G17003108174003","170318174003","53","5"
"G17003108175001","170318175001","80","8"
"G17003108175002","170318175002","75","7"
"G17003108175003","170318175003","46","4"
"G17003108175004","170318175004","60","6"
"G17003108176001","170318176001","72","7"
"G17003108176002","170318176002","70","7"
"G17003108176003","170318176003","72","7"
"G17003108177001","170318177001","63","6"
"G17003108177002","170318177002","61","6"
"G17003108177003","170318177003","57","5"
"G17003108177004","170318177004","62","6"
"G17003108179001","170318179001","61","6"
"G17003108179002","170318179002","61","6"
"G17003108179003","170318179003","61","6"
"G17003108179004","170318179004","61","6"
"G17003108179005","170318179005","61","6"
"G17003108180001","170318180001","73","7"
"G17003108180002","170318180002","54","5"
"G17003108180003","170318180003","55","5"
"G17003108181001","170318181001","37","3"
"G17003108181002","170318181002","37","3"
"G17003108182001","170318182001","39","3"
"G17003108182002","170318182002","45","4"
"G17003108182003","170318182003","38","3"
"G17003108182004","170318182004","43","4"
"G17003108183001","170318183001","48","4"
"G17003108183002","170318183002","62","6"
"G17003108183003","170318183003","56","5"
"G17003108183004","170318183004","48","4"
"G17003108184011","170318184011","57","5"
"G17003108184012","170318184012","56","5"
"G17003108184013","170318184013","55","5"
"G17003108184014","170318184014","49","5"
"G17003108184021","170318184021","39","3"
"G17003108184022","170318184022","47","4"
"G17003108184023","170318184023","45","4"
"G17003108185001","170318185001","33","3"
"G17003108185002","170318185002","37","3"
"G17003108185003","170318185003","37","3"
"G17003108185004","170318185004","29","2"
"G17003108186001","170318186001","27","2"
"G17003108186002","170318186002","33","3"
"G17003108186003","170318186003","31","3"
"G17003108187001","170318187001","34","3"
"G17003108187002","170318187002","34","3"
"G17003108187003","170318187003","34","3"
"G17003108187004","170318187004","34","3"
"G17003108188001","170318188001","33","3"
"G17003108188002","170318188002","35","3"
"G17003108188003","170318188003","36","3"
"G17003108188004","170318188004","37","3"
"G17003108188005","170318188005","33","3"
"G17003108188006","170318188006","36","3"
"G17003108189001","170318189001","29","2"
"G17003108189002","170318189002","31","3"
"G17003108189003","170318189003","26","2"
"G17003108190001","170318190001","8","1"
"G17003108190002","170318190002","14","1"
"G17003108190003","170318190003","11","1"
"G17003108190004","170318190004","11","1"
"G17003108191001","170318191001","58","6"
"G17003108191002","170318191002","58","6"
"G17003108191003","170318191003","58","6"
"G17003108191004","170318191004","58","6"
"G17003108192001","170318192001","52","5"
"G17003108192002","170318192002","55","5"
"G17003108192003","170318192003","48","4"
"G17003108192004","170318192004","52","5"
"G17003108193001","170318193001","40","4"
"G17003108193002","170318193002","42","4"
"G17003108193003","170318193003","37","3"
"G17003108194001","170318194001","47","4"
"G17003108194002","170318194002","42","4"
"G17003108194003","170318194003","41","4"
"G17003108194004","170318194004","30","2"
"G17003108194005","170318194005","44","4"
"G17003108195001","170318195001","21","2"
"G17003108195002","170318195002","24","2"
"G17003108195003","170318195003","57","5"
"G17003108195004","170318195004","32","3"
"G17003108196001","170318196001","7","1"
"G17003108196002","170318196002","7","1"
"G17003108196003","170318196003","9","1"
"G17003108196004","170318196004","18","1"
"G17003108197001","170318197001","8","1"
"G17003108197002","170318197002","10","1"
"G17003108197003","170318197003","7","1"
"G17003108197004","170318197004","10","1"
"G17003108198011","170318198011","6","1"
"G17003108198012","170318198012","7","1"
"G17003108198013","170318198013","7","1"
"G17003108198014","170318198014","7","1"
"G17003108198015","170318198015","7","1"
"G17003108198021","170318198021","8","1"
"G17003108198022","170318198022","8","1"
"G17003108199001","170318199001","7","1"
"G17003108199002","170318199002","11","1"
"G17003108199003","170318199003","4","1"
"G17003108200001","170318200001","6","1"
"G17003108200002","170318200002","2","1"
"G17003108201011","170318201011","17","1"
"G17003108201012","170318201012","9","1"
"G17003108201013","170318201013","13","1"
"G17003108201014","170318201014","13","1"
"G17003108201015","170318201015","10","1"
"G17003108201016","170318201016","48","4"
"G17003108201017","170318201017","25","2"
"G17003108201031","170318201031","44","4"
"G17003108201032","170318201032","16","1"
"G17003108201033","170318201033","30","2"
"G17003108201034","170318201034","12","1"
"G17003108201041","170318201041","97","10"
"G17003108201042","170318201042","32","3"
"G17003108201043","170318201043","18","1"
"G17003108201044","170318201044","29","2"
"G17003108202021","170318202021","93","10"
"G17003108202022","170318202022","82","8"
"G17003108202023","170318202023","51","5"
"G17003108202031","170318202031","13","1"
"G17003108202032","170318202032","14","1"
"G17003108202041","170318202041","69","7"
"G17003108202042","170318202042","34","3"
"G17003108202043","170318202043","12","1"
"G17003108203001","170318203001","60","6"
"G17003108203002","170318203002","56","5"
"G17003108203003","170318203003","57","5"
"G17003108203004","170318203004","60","6"
"G17003108204001","170318204001","66","6"
"G17003108204002","170318204002","75","7"
"G17003108204003","170318204003","58","6"
"G17003108205011","170318205011","48","4"
"G17003108205012","170318205012","51","5"
"G17003108205013","170318205013","52","5"
"G17003108205014","170318205014","54","5"
"G17003108205015","170318205015","47","4"
"G17003108205021","170318205021","52","5"
"G17003108205022","170318205022","57","5"
"G17003108205023","170318205023","54","5"
"G17003108205024","170318205024","GQ","GQ"
"G17003108206031","170318206031","100","10"
"G17003108206032","170318206032","50","5"
"G17003108206033","170318206033","43","4"
"G17003108206041","170318206041","75","7"
"G17003108206042","170318206042","69","7"
"G17003108206051","170318206051","55","5"
"G17003108206052","170318206052","54","5"
"G17003108206053","170318206053","57","5"
"G17003108206061","170318206061","36","3"
"G17003108206062","170318206062","55","5"
"G17003108207001","170318207001","52","5"
"G17003108207002","170318207002","57","5"
"G17003108207003","170318207003","56","5"
"G17003108207004","170318207004","61","6"
"G17003108208001","170318208001","52","5"
"G17003108208002","170318208002","47","4"
"G17003108208003","170318208003","46","4"
"G17003108209011","170318209011","57","5"
"G17003108209012","170318209012","50","5"
"G17003108209013","170318209013","52","5"
"G17003108209014","170318209014","44","4"
"G17003108209021","170318209021","50","5"
"G17003108209022","170318209022","48","4"
"G17003108209023","170318209023","48","4"
"G17003108209024","170318209024","50","5"
