"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"160609","G37009700609024","370970609024","65","6"
"160610","G37009700610011","370970610011","62","5"
"160611","G37009700610012","370970610012","69","6"
"160612","G37009700610021","370970610021","56","5"
"160613","G37009700610022","370970610022","60","5"
"160614","G37009700610023","370970610023","60","5"
"160615","G37009700610024","370970610024","63","6"
"160616","G37009700610031","370970610031","61","5"
"160617","G37009700610032","370970610032","61","5"
"160618","G37009700610033","370970610033","61","5"
"160619","G37009700611011","370970611011","64","6"
"160620","G37009700611012","370970611012","53","4"
"160621","G37009700611021","370970611021","63","6"
"160622","G37009700611022","370970611022","75","7"
"160623","G37009700611023","370970611023","65","6"
"160624","G37009700611031","370970611031","79","8"
"160625","G37009700611032","370970611032","81","8"
"160626","G37009700611041","370970611041","69","6"
"160627","G37009700611042","370970611042","64","6"
"160628","G37009700612011","370970612011","46","4"
"160629","G37009700612012","370970612012","45","3"
"160630","G37009700612013","370970612013","44","3"
"160631","G37009700612021","370970612021","68","6"
"160632","G37009700612022","370970612022","65","6"
"160633","G37009700612023","370970612023","38","3"
"160634","G37009700612031","370970612031","49","4"
"160635","G37009700612032","370970612032","29","2"
"160636","G37009700612033","370970612033","22","1"
"160637","G37009700612034","370970612034","37","3"
"160638","G37009700612041","370970612041","12","1"
"160639","G37009700612042","370970612042","10","1"
"160640","G37009700612051","370970612051","56","5"
"160641","G37009700612052","370970612052","72","7"
"160642","G37009700612053","370970612053","13","1"
"160643","G37009700612054","370970612054","16","1"
"160644","G37009700613011","370970613011","57","5"
"160645","G37009700613012","370970613012","78","8"
"160646","G37009700613013","370970613013","79","8"
"160647","G37009700613021","370970613021","44","3"
"160648","G37009700613022","370970613022","71","7"
"160649","G37009700613023","370970613023","65","6"
"160650","G37009700613031","370970613031","38","3"
"160651","G37009700613032","370970613032","30","2"
"160652","G37009700613041","370970613041","53","4"
"160653","G37009700613042","370970613042","61","5"
"160654","G37009700613043","370970613043","60","5"
"160655","G37009700614011","370970614011","15","1"
"160656","G37009700614012","370970614012","6","1"
"160657","G37009700614013","370970614013","7","1"
"160658","G37009700614021","370970614021","39","3"
"160659","G37009700614022","370970614022","21","1"
"160660","G37009700614023","370970614023","26","2"
"160661","G37009700614031","370970614031","44","3"
"160662","G37009700614032","370970614032","51","4"
"160663","G37009700614033","370970614033","50","4"
"160664","G37009700614041","370970614041","14","1"
"160665","G37009700614042","370970614042","48","4"
"160666","G37009700614051","370970614051","24","2"
"160667","G37009700614052","370970614052","23","1"
"160668","G37009700614061","370970614061","4","1"
"160669","G37009700614062","370970614062","3","1"
"160670","G37009700614063","370970614063","3","1"
"160671","G37009700614064","370970614064","11","1"
"160672","G37009700614071","370970614071","13","1"
"160673","G37009700614072","370970614072","31","2"
"160674","G37009700614081","370970614081","33","2"
"160675","G37009700614082","370970614082","11","1"
"160676","G37009700615011","370970615011","58","5"
"160677","G37009700615012","370970615012","44","3"
"160678","G37009700615021","370970615021","47","4"
"160679","G37009700615022","370970615022","35","2"
"160680","G37009700615031","370970615031","48","4"
"160681","G37009700615032","370970615032","38","3"
"160682","G37009700616011","370970616011","47","4"
"160683","G37009700616012","370970616012","68","6"
"160684","G37009700616031","370970616031","82","8"
"160685","G37009700616032","370970616032","28","2"
"160686","G37009700616033","370970616033","36","2"
"160687","G37009700616041","370970616041","29","2"
"160688","G37009700616051","370970616051","37","3"
"160689","G37009909402001","370999402001","75","7"
"160690","G37009909402002","370999402002","75","7"
"160691","G37009909402003","370999402003","75","7"
"160692","G37009909402004","370999402004","75","7"
"160693","G37009909502001","370999502001","59","5"
"160694","G37009909502002","370999502002","57","5"
"160695","G37009909503001","370999503001","70","7"
"160696","G37009909503002","370999503002","71","7"
"160697","G37009909503003","370999503003","71","7"
"160698","G37009909503004","370999503004","75","7"
"160699","G37009909504001","370999504001","48","4"
"160700","G37009909504002","370999504002","56","5"
"160701","G37009909504003","370999504003","60","5"
"160702","G37009909505001","370999505001","74","7"
"160703","G37009909505002","370999505002","68","6"
"160704","G37009909505003","370999505003","61","5"
"160705","G37009909506001","370999506001","55","5"
"160706","G37009909506002","370999506002","GQ","GQ"
"160707","G37009909506003","370999506003","GQ","GQ"
"160708","G37009909506004","370999506004","55","5"
"160709","G37009909506005","370999506005","63","6"
"160710","G37009909507001","370999507001","60","5"
"160711","G37009909507002","370999507002","55","5"
"160712","G37009909508001","370999508001","41","3"
"160713","G37009909508002","370999508002","40","3"
"160714","G37009909509001","370999509001","29","2"
"160715","G37009909509002","370999509002","27","2"
"160716","G37010100401011","371010401011","67","6"
"160717","G37010100401012","371010401012","68","6"
"160718","G37010100401013","371010401013","72","7"
"160719","G37010100401021","371010401021","74","7"
"160720","G37010100401022","371010401022","72","7"
"160721","G37010100401031","371010401031","70","7"
"160722","G37010100401032","371010401032","71","7"
"160723","G37010100402041","371010402041","60","5"
"160724","G37010100402042","371010402042","60","5"
"160725","G37010100402043","371010402043","60","5"
"160726","G37010100402044","371010402044","60","5"
"160727","G37010100402051","371010402051","47","4"
"160728","G37010100402052","371010402052","45","3"
"160729","G37010100402053","371010402053","50","4"
"160730","G37010100402054","371010402054","44","3"
"160731","G37010100402061","371010402061","72","7"
"160732","G37010100402062","371010402062","80","8"
"160733","G37010100402063","371010402063","73","7"
"160734","G37010100402064","371010402064","72","7"
"160735","G37010100402071","371010402071","32","2"
"160736","G37010100402072","371010402072","30","2"
"160737","G37010100402073","371010402073","29","2"
"160738","G37010100402074","371010402074","29","2"
"160739","G37010100402081","371010402081","33","2"
"160740","G37010100402082","371010402082","43","3"
"160741","G37010100402083","371010402083","38","3"
"160742","G37010100402091","371010402091","42","3"
"160743","G37010100402092","371010402092","26","2"
"160744","G37010100402093","371010402093","60","5"
"160745","G37010100402094","371010402094","47","4"
"160746","G37010100402101","371010402101","23","1"
"160747","G37010100402102","371010402102","45","3"
"160748","G37010100403011","371010403011","81","8"
"160749","G37010100403012","371010403012","81","8"
"160750","G37010100403013","371010403013","81","8"
"160751","G37010100403014","371010403014","81","8"
"160752","G37010100403031","371010403031","85","9"
"160753","G37010100403032","371010403032","85","9"
"160754","G37010100403033","371010403033","85","9"
"160755","G37010100403034","371010403034","85","9"
"160756","G37010100403041","371010403041","58","5"
"160757","G37010100403042","371010403042","51","4"
"160758","G37010100404001","371010404001","66","6"
"160759","G37010100404002","371010404002","66","6"
"160760","G37010100404003","371010404003","67","6"
"160761","G37010100404004","371010404004","68","6"
"160762","G37010100405011","371010405011","78","8"
"160763","G37010100405012","371010405012","79","8"
"160764","G37010100405013","371010405013","76","7"
"160765","G37010100405014","371010405014","81","8"
"160766","G37010100405015","371010405015","70","7"
"160767","G37010100405021","371010405021","55","5"
"160768","G37010100405022","371010405022","73","7"
"160769","G37010100406001","371010406001","84","9"
"160770","G37010100406002","371010406002","83","8"
"160771","G37010100407001","371010407001","78","8"
"160772","G37010100407002","371010407002","81","8"
"160773","G37010100407003","371010407003","67","6"
"160774","G37010100408001","371010408001","63","6"
"160775","G37010100408002","371010408002","66","6"
"160776","G37010100408003","371010408003","60","5"
"160777","G37010100409031","371010409031","44","3"
"160778","G37010100409032","371010409032","19","1"
"160779","G37010100409033","371010409033","35","2"
"160780","G37010100409034","371010409034","31","2"
"160781","G37010100409035","371010409035","37","3"
"160782","G37010100409041","371010409041","58","5"
"160783","G37010100409042","371010409042","75","7"
"160784","G37010100409043","371010409043","65","6"
"160785","G37010100409051","371010409051","81","8"
"160786","G37010100409052","371010409052","54","4"
"160787","G37010100409053","371010409053","51","4"
"160788","G37010100409054","371010409054","43","3"
"160789","G37010100409055","371010409055","56","5"
"160790","G37010100409061","371010409061","46","4"
"160791","G37010100409062","371010409062","49","4"
"160792","G37010100410011","371010410011","53","4"
"160793","G37010100410012","371010410012","52","4"
"160794","G37010100410013","371010410013","59","5"
"160795","G37010100410014","371010410014","52","4"
"160796","G37010100410015","371010410015","52","4"
"160797","G37010100410031","371010410031","56","5"
"160798","G37010100410032","371010410032","51","4"
"160799","G37010100410041","371010410041","66","6"
"160800","G37010100410042","371010410042","68","6"
"160801","G37010100410051","371010410051","45","3"
"160802","G37010100410052","371010410052","42","3"
"160803","G37010100410053","371010410053","36","2"
"160804","G37010100411041","371010411041","63","6"
"160805","G37010100411042","371010411042","63","6"
"160806","G37010100411043","371010411043","60","5"
"160807","G37010100411044","371010411044","56","5"
"160808","G37010100411051","371010411051","40","3"
"160809","G37010100411052","371010411052","43","3"
"160810","G37010100411053","371010411053","52","4"
"160811","G37010100411061","371010411061","48","4"
"160812","G37010100411062","371010411062","40","3"
"160813","G37010100411071","371010411071","40","3"
"160814","G37010100411072","371010411072","40","3"
"160815","G37010100411081","371010411081","29","2"
"160816","G37010100411082","371010411082","32","2"
"160817","G37010100411091","371010411091","52","4"
"160818","G37010100411092","371010411092","38","3"
"160819","G37010100411101","371010411101","45","3"
"160820","G37010100411102","371010411102","39","3"
"160821","G37010100411103","371010411103","37","3"
"160822","G37010100411111","371010411111","31","2"
"160823","G37010100411112","371010411112","40","3"
"160824","G37010100411121","371010411121","38","3"
"160825","G37010100411122","371010411122","23","1"
"160826","G37010100411131","371010411131","37","3"
"160827","G37010100411132","371010411132","35","2"
"160828","G37010100412031","371010412031","79","8"
